R1, JD1, {"overall\_match\_percentage": "56%", "score\_breakdown": {"role\_alignment": {"score": "70%"}, "skills\_match": {"score": "40%"}, "experience\_match": {"score": "90%"}, "project\_relevance": {"score": "30%"}, "education\_match": {"score": "0%"}}}
R4, JD47, {"overall\_match\_percentage":"38%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"20%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"0%"}}}
R4, JD48, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD49, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R4, JD50, {"overall\_match\_percentage":"37%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"20%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"0%"}}}
R5, JD1, {"overall\_match\_percentage":"90%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R5, JD2, {"overall\_match\_percentage":"93%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"60%"},"education\_match":{"score":"100%"}}}
R5, JD3, {"overall\_match\_percentage":"79%","score\_breakdown":{"role\_alignment":{"score":"70%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"50%"},"education\_match":{"score":"100%"}}}
R5, JD4, {"overall\_match\_percentage":"76%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R5, JD5, {"overall\_match\_percentage":"90%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R5, JD6, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD7, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD8, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD9, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD10, {"overall\_match\_percentage":"41%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"70%"},"project\_relevance":{"score":"50%"},"education\_match":{"score":"100%"}}}
R5, JD11, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD12, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD13, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD14, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD15, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD16, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD17, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD18, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD19, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD20, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD21, {"overall\_match\_percentage":"33%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R5, JD22, {"overall\_match\_percentage":"33%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R5, JD23, {"overall\_match\_percentage":"33%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R5, JD24, {"overall\_match\_percentage":"33%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R5, JD25, {"overall\_match\_percentage":"33%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R5, JD26, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD27, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD28, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD29, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD30, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD31, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD32, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD33, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD34, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD35, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD36, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD37, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD38, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD39, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD40, {"overall\_match\_percentage":"35%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"70%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"100%"}}}
R5, JD41, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD42, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD43, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD44, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD45, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD46, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD47, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD48, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD49, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R5, JD50, {"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD1, {"overall\_match\_percentage":"45%","score\_breakdown":{"role\_alignment":{"score":"40%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"0%"}}}
R6, JD2, {"overall\_match\_percentage":"82%","score\_breakdown":{"role\_alignment":{"score":"80%"},"skills\_match":{"score":"70%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"100%"}}}
R6, JD3, {"overall\_match\_percentage":"61%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R6, JD4, {"overall\_match\_percentage":"75%","score\_breakdown":{"role\_alignment":{"score":"70%"},"skills\_match":{"score":"70%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"40%"},"education\_match":{"score":"100%"}}}
R6, JD5, {"overall\_match\_percentage":"65%","score\_breakdown":{"role\_alignment":{"score":"60%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"60%"},"education\_match":{"score":"0%"}}}
R6, JD6, {"overall\_match\_percentage":"34%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R6, JD7, {"overall\_match\_percentage":"59%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R6, JD8, {"overall\_match\_percentage":"55%","score\_breakdown":{"role\_alignment":{"score":"60%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R6, JD9, {"overall\_match\_percentage":"59%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"10%"},"education\_match":{"score":"100%"}}}
R6, JD10,{"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"40%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"100%"}}}
R6, JD11,{"overall\_match\_percentage":"34%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R6, JD12,{"overall\_match\_percentage":"58%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R6, JD13,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD14,{"overall\_match\_percentage":"34%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R6, JD15,{"overall\_match\_percentage":"34%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R6, JD16,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD17,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD18,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD19,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD20,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD21,{"overall\_match\_percentage":"61%","score\_breakdown":{"role\_alignment":{"score":"40%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R6, JD22,{"overall\_match\_percentage":"61%","score\_breakdown":{"role\_alignment":{"score":"40%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R6, JD23,{"overall\_match\_percentage":"61%","score\_breakdown":{"role\_alignment":{"score":"40%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R6, JD24,{"overall\_match\_percentage":"61%","score\_breakdown":{"role\_alignment":{"score":"40%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R6, JD25,{"overall\_match\_percentage":"61%","score\_breakdown":{"role\_alignment":{"score":"40%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R6, JD26,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD27,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD28,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD29,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD30,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD31,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD32,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD33,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD34,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD35,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD36,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD37,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD38,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD39,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD40,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD41,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD42,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD43,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD44,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD45,{"overall\_match\_percentage":"0%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"0%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R6, JD46,{"overall\_match\_percentage":"46%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"100%"}}}
R6, JD47,{"overall\_match\_percentage":"33%","score\_breakdown":{"role\_alignment":{"score":"10%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"100%"}}}
R6, JD48,{"overall\_match\_percentage":"46%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"100%"}}}
R6, JD49,{"overall\_match\_percentage":"46%","score\_breakdown":{"role\_alignment":{"score":"30%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"20%"},"education\_match":{"score":"100%"}}}
R6, JD50,{"overall\_match\_percentage":"52%","score\_breakdown":{"role\_alignment":{"score":"20%"},"skills\_match":{"score":"50%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"30%"},"education\_match":{"score":"100%"}}}
R7, JD1, {"overall\_match\_percentage":"20%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R7, JD2, {"overall\_match\_percentage":"29%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"10%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R7, JD3, {"overall\_match\_percentage":"25%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R7, JD4, {"overall\_match\_percentage":"25%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R7, JD5, {"overall\_match\_percentage":"25%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"0%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R7, JD6, {"overall\_match\_percentage":"90%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"70%"},"education\_match":{"score":"100%"}}}
R7, JD7, {"overall\_match\_percentage":"81%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"50%"},"education\_match":{"score":"100%"}}}
R7, JD8, {"overall\_match\_percentage":"72%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"40%"},"education\_match":{"score":"100%"}}}
R7, JD9, {"overall\_match\_percentage":"86%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"70%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"60%"},"education\_match":{"score":"100%"}}}
R7, JD10, {"overall\_match\_percentage":"50%","score\_breakdown":{"role\_alignment":{"score":"50%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"100%"}}}
R7, JD11, {"overall\_match\_percentage":"77%","score\_breakdown":{"role\_alignment":{"score":"70%"},"skills\_match":{"score":"80%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"80%"},"education\_match":{"score":"0%"}}}
R7, JD12, {"overall\_match\_percentage":"83%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"60%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"70%"},"education\_match":{"score":"100%"}}}
R7, JD13, {"overall\_match\_percentage":"31%","score\_breakdown":{"role\_alignment":{"score":"0%"},"skills\_match":{"score":"30%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"0%"},"education\_match":{"score":"0%"}}}
R7, JD14, {"overall\_match\_percentage":"96%","score\_breakdown":{"role\_alignment":{"score":"100%"},"skills\_match":{"score":"90%"},"experience\_match":{"score":"100%"},"project\_relevance":{"score":"90%"},"education\_match":{"score":"100%"}}}
