resume_id,jd_id,score_json
R4,JD45,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R4,JD46,"{""overall_match_percentage"": ""35%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""5%""}}}"
R4,JD47,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R4,JD48,"{""overall_match_percentage"": ""30%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""0%""}}}"
R4,JD49,"{""overall_match_percentage"": ""30%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""7%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""0%""}}}"
R4,JD50,"{""overall_match_percentage"": ""28%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""3%""}, ""education_match"": {""score"": ""5%""}}}"
R5,JD1,"{""overall_match_percentage"": ""43%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""11%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD2,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD3,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD4,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD5,"{""overall_match_percentage"": ""52%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD6,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD7,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD8,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD9,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD10,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD11,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD12,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD13,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD14,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD15,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD16,"{""overall_match_percentage"": ""26%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R5,JD17,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD18,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD19,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD20,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD21,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD22,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD23,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD24,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD25,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD26,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD27,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD28,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD29,"{""overall_match_percentage"": ""6%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R5,JD30,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD31,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD32,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD33,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD34,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD35,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD36,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD37,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD38,"{""overall_match_percentage"": ""12%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""11%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD39,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD40,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD41,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD42,"{""overall_match_percentage"": ""25%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""5%""}}}"
R5,JD43,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD44,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD45,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD46,"{""overall_match_percentage"": ""26%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R5,JD47,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD48,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD49,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R5,JD50,"{""overall_match_percentage"": ""26%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R6,JD1,"{""overall_match_percentage"": ""52%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD2,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD3,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD4,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD5,"{""overall_match_percentage"": ""52%"", ""score_breakdown"": {""role_alignment"": {""score"": ""30%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD6,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD7,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD8,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD9,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD10,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD11,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD12,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD13,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD14,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD15,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD16,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD17,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD18,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD19,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD20,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD21,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD22,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD23,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD24,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD25,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD26,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD27,"{""overall_match_percentage"": ""0%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD28,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD29,"{""overall_match_percentage"": ""26%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""5%""}}}"
R6,JD30,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD31,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD32,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD33,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD34,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD35,"{""overall_match_percentage"": ""21%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD36,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD37,"{""overall_match_percentage"": ""2%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""2%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD38,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD39,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD40,"{""overall_match_percentage"": ""1%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""0%""}, ""project_relevance"": {""score"": ""1%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD41,"{""overall_match_percentage"": ""20%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
R6,JD42,"{""overall_match_percentage"": ""25%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""5%""}}}"
R6,JD43,"{""overall_match_percentage"": ""20%"", ""score_breakdown"": {""role_alignment"": {""score"": ""0%""}, ""skills_match"": {""score"": ""0%""}, ""experience_match"": {""score"": ""20%""}, ""project_relevance"": {""score"": ""0%""}, ""education_match"": {""score"": ""0%""}}}"
